trial1,trial2,trial3,trial4,trial5,trial6,trial7,trial8,trial9,trial10
8.000000000000000000e+00,1.600000000000000000e+01,7.000000000000000000e+00,2.200000000000000000e+01,2.000000000000000000e+01,1.600000000000000000e+01,5.000000000000000000e+00,1.800000000000000000e+01,1.000000000000000000e+02,1.200000000000000000e+01
