trial1,trial2,trial3,trial4,trial5,trial6,trial7,trial8,trial9,trial10
4.000000000000000000e+00,1.200000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+02,1.200000000000000000e+01
